Text,Cipher,IC
mkwindagsvlgwesvxldsjewysvlywigsqagdswxqendxvamvasmkayulnqgnqdvlsieglnvwylxqendxasvsvlywddmwigseculvagnvay,MonoalphabeticSubstitution,0.061635220125786164
vkwkdqqoilowrtbuwqqrplevkdndtoluvetbeqrvdltnliwrtbnliwidckdthllbhkdqwpwodbwkdnilriwbvkwvenpqdtyyiwwvhdvk,MonoalphabeticSubstitution,0.06179985063480209
yrxguppiapyjqnapyjqfpzqiqnznmignfyuynzrpnunmhqusqjtcqzhncxnrrhyx,MonoalphabeticSubstitution,0.060515873015873016
zizmgniflkcykfmnlqgnlmaiksmifqgbldzqg,MonoalphabeticSubstitution,0.05855855855855856
mhouvkhirnchgarsfiofkkossktqnghlsfkltiumrbcrlhzrlcrmnjfrnnzruiofkrgrlckhrgrugsktlfvloyynhgmhrlgkhkhng,MonoalphabeticSubstitution,0.061386138613861385
tlymdnbrdsudsdhjememonkldstonkmtlymdnbwgjtdtekpdrdswddpemonkldsophdlptlmseilkhogsmdtdiegmdkjonoofejtlm,MonoalphabeticSubstitution,0.0667831489031256
eyqwoqolvoraaclpmvqocvzcviholhqcgrtyqlhqoyqholchvlklaqmfllnglwqlpqmwmslqmgaydlaholalglyqlpqmocshltjoytj,MonoalphabeticSubstitution,0.07329145250333143
ksmnmvfmkjxxhkpkypqymvtkhrypzkpnrekzpxzpkpvqmvfypzreqypzmvevpkqhrxexmkqkpomipvqnuejfjkqmveyekvhbyevbpwmqy,MonoalphabeticSubstitution,0.06813186813186813
cbqxcbctxnbbktffsxuvobruvqbjmkgbhhgbxcthhhbucbqmtkmcbqmtjucjxovsucgcjfcgtxwshhtkrxuqvkmhafhvxbruvvyt,MonoalphabeticSubstitution,0.06060606060606061
suarmztvpltssabkbcxbkztipzqsmtzglktebytlqolaertqkezmtkakzbmas,MonoalphabeticSubstitution,0.05901639344262295
hpbolfqhbfxqsycfxqcenuqxqzleequlbhmu,MonoalphabeticSubstitution,0.05873015873015873
jdxqyaoabiqbdppvadrguzniosyhwaqsnioaqdhidmotqypooudutvdaagdzozqxteypnjdnojtaoyxouuqdpdghniosduniooap,MonoalphabeticSubstitution,0.06
tyywwswygfejhbjgfsdxbwmsxywsttdgcbxgjbwgvfewgfxduutdjfyhtycrjubcyjhbcrywyzfyfbztyywqyxkjshegbxkbhhzbkbwz,MonoalphabeticSubstitution,0.060492905153099324
vnvxsyvqfighxjfasyvfrmzfhmcdvvgvzdhcdvrqfivladvmfxsbvscfivmzjlxbmhjccffxlsrrevehmafzhrrfaucdfxsls,MonoalphabeticSubstitution,0.059922680412371136
tyhuyqvxymjnvumjelvndxnvmpjdygvqimjdnjrlmpmjxnjrccmqwjrncmjmqjrdmndvqpnvgrgyqjuyortytynhgmqwdmnirtbjdy,MonoalphabeticSubstitution,0.06309454474859251
rptzvgeexihngdzlgahpbgkyxofnhdvxhngyndtierptghxngtkgacezdycidagdehydvfgywdhanpvfphrpfnhndbgwxvzgygzpvzggz,MonoalphabeticSubstitution,0.05952380952380952
gyojyouxjihbefmtxeogxjyslaqbelommhumzhljsloxjarbjahbfhljmooslakhhfxlkubtrexlkxmjysjxjlhsgomolhjkxjhla,MonoalphabeticSubstitution,0.06297029702970297
psrxjqqkvqnvqtjstwdrouvjgqktragbvoavhjonkjuuwsvptsqrqktblgrowtbrstftaanrrgojnkqqrhrljbtyptwqjonbhujuqts,MonoalphabeticSubstitution,0.05730059013896821
nzcxrenbzjlczpsbmxmnohshmdzjcnixcicaeohmnouaijrenohoemixahojqocmvzpvbneocbzvvqoeotxcgjsuicbdohmejho,MonoalphabeticSubstitution,0.054215625644197074
loosgnnzzodnxquzvnpvntkneakjzzvnpnhfugolpnfzeopsqftqzdqgvquzognfgsvnzojevnsvquefiefpntnuutdhqzvojzfgduopz,MonoalphabeticSubstitution,0.06373626373626373
qxwaykjqakcgtzamtzaagsgepsgmmgdxztjbjzsjkfqxbqaiczljklwkbjkkbggbmgcgblgyvkwsagdjakqcjmqnapzsvkcgsqzdkczk,MonoalphabeticSubstitution,0.05937266616878267
unwtzrxrknkxtqnvxthwjuxhdqawnrkneapnevknenxsrknijhbqkjwqtwwnhuleaqnhahrxjyejddlvauwhnqqjuuenyxuunyraxhxs,MonoalphabeticSubstitution,0.05918595967139657
agnoftkgdfbqyfkdnuapnglbqagnvtrcbqorcbanqrbnlagntklqnruagnkatnfoaryftqkunddarxkruyglwgagnqlkafbadlbnkwrcdq,MonoalphabeticSubstitution,0.06397124887690925
fhohhvuitwkghbhqvunghbhfhgivunghzbdmuivsnbhhomgiwhqnodthncbvodlnghbdqumghbhnghzdcbohdlnghsbhhntquhq,MonoalphabeticSubstitution,0.08596165739022882
svrrvizfowkpzzazoyzetipkjoocfvwvmvakokpzrvezetyijzhljvdcyzrrofdjouhvyhrdvwkpvkrkoohwouyhkpzpzvhofkpz,MonoalphabeticSubstitution,0.06262626262626263
oijefbrynofbnrjtolwesjfcsiaoboswjpfbwppfsmjtciafifqwbmobywesjbrqojaoosjtocbbflvfbjifsmjtoiofjtoncxtjwp,MonoalphabeticSubstitution,0.066006600660066
sodmcuhodwdplpfvcbinlpfinlpflpcbszumnfudnpdbbsocseuzmlbdimzuduclpkzusodmzuuzvndssodcluvcbbzkscpisod,MonoalphabeticSubstitution,0.06307977736549165
yalngmhbdvnxyvqrrvqxngyohvyivqxvlvdaqbfvyzpxivebxvlogvhnmixbqlvbdpyvvbyinhhvlorzwdybgdngxivmlbyyorxiv,MonoalphabeticSubstitution,0.06732673267326733
eypingkhgihidxaqixwwliypuehahudaygjygjbhpohzqexuzlguzylnulwykxppbyuhshxgihxaehahlgkbhexkzbwlakbhuyjgulw,MonoalphabeticSubstitution,0.0563487530934704
keoqgwajrhoegwxziervgwagwacjgxrgwxeipxegwxriffxeojgwxvgojxgwxkexuqakgaimvmiffijkgoigvjxqjxvgijgwxzajd,MonoalphabeticSubstitution,0.07168316831683168
salhxmflwodlyslfedlwxdfrdcbroclfodlltldzxijwhrzxwhsalsaxdwyalmxilfyqoasajwhysaxqhaejsaryjmlwsrwfklrmxqymxil,MonoalphabeticSubstitution,0.05995415270675366
zktzpddgdmzysgqvopygdrdpdbzgdbzzyitrmpyzkdrzksbfptbmwyrldpsbkspvswdtpkditvhdmzkdgtbbdrywzkdyvmqdtptbz,MonoalphabeticSubstitution,0.07128712871287128
njagdhqjdmiidhmakmpthtznuxznmimtvdmhqmxaziqmpnhpvhcijidhjpijcztvdhihjophachzxjddikjiikhxnhackcjdd,MonoalphabeticSubstitution,0.06786941580756013
fltpgxhiwkgltgkppkiwtuhdlbrjfdrlihwalthgmhnhakgtkdgpzawfhlnawkhkdwtgjphxklnhhabwpdhashfcpihnahfkgltjzlt,MonoalphabeticSubstitution,0.06377308204835332
jpnphndpjqogtzyjpddjygojdzhkpuohondzvodhnykzqjdjpboqunbduofohhjypznqowoqjolnqtokienfqzvyjycorbqoddjzy,MonoalphabeticSubstitution,0.06693069306930693
uekuhupghkpuxnejksxesbthvwscthyctjpukcuzzdughvgxcejuzsejwcttvpvkxspkgyvjuetsvgiurvhnwuekhnghuekxvettsu,MonoalphabeticSubstitution,0.060570762958648806
oxxyqbuqbnfussinziabigexfynqxzvgqjnusaxlmnqxxonrjnusaxlmnxnusqbuazfjurqxbvmojnqbrgnjluazqxfugqqbrgnjl,MonoalphabeticSubstitution,0.06198019801980198
lcgpjwspqppwzquhhepcqzjwsphznpzqepuispeljeljpgwspozjgioskvsizzcxpvuepkculgkxhpskiuimpvwvhpujpgskiprpi,MonoalphabeticSubstitution,0.06871287128712872
ypdfbmzabofbhsbfpipdgzuzabhpgmfnpvbpgmkbnpobugnbouybnugfnducfuldzfiyujzapgmhdlbvybfbgzhwabybpnabmpipzb,MonoalphabeticSubstitution,0.0681421083284799
xzriwwasurixbqsuruxnhjwsuulbijwlrxojikaklioshtvuxlhojxobnxrchojeigikwvgnugiobasujxauwriwuxviqlhvuim,MonoalphabeticSubstitution,0.055658627087198514
ghyozyscxxpdszysctkhszpntuuxyzuxkmdfdtzpnufndzksluguuspnuxpdgouxkmpnundooskwpnufwutubhppkmdtehxuxdsz,MonoalphabeticSubstitution,0.06202020202020202
uinocviuirkoonohsijuijkhonprnqefrrbjdojdiiocarsyuijdojuohjnpasontrkybsiyurxrffqraobyuahqoonjsopjbdocqk,MonoalphabeticSubstitution,0.06134731120170841
gylyyivwjkwicsyjgymkjppkytwirepisyfipmnffwncycpiygaaybvflbalpiipnlwflnwtbsyzpvnigrbwjjvyggyefpebcnby,MonoalphabeticSubstitution,0.058787878787878785
mwfenmlpdrjimmddpbfjearsfwydamoesflwjphamedbmxfrjpasfhifqvsjrdphzphhampdbzrfhndsfombjejrrsfbphvfa,MonoalphabeticSubstitution,0.05777491408934708
elbwtxqtapjdijjakubtxdzakizsulbxeabtlsbikxtxdxhjdxssaikloobtxbapxfdaxkqonlkqlbbxkbarxtasiekjxijoxeipxk,MonoalphabeticSubstitution,0.0648417782954766
sfzsvurkkwftdsmtorkorwfjrbsmudymufryysnyutnmskqsvgmxeeusahteoreatbseretratnvsfyryskwrnantoqrakwotenrna,MonoalphabeticSubstitution,0.057464569986410405
djjbzoszsrpzrlzzqbcqrjkcuwqcvjcogglcnrpnpdfppusuffcbxuodzspdbqdofzrpzzorluofzcvrpzxulwrpdfwzozsrcufjcqz,MonoalphabeticSubstitution,0.062059775366457265
ygglvzgswlohddgfvcsllxwnxxkxzuxlfzgkonxkvwlonxzxvazgccvyhlxcmvaxzgcxvuzxbuvedxlngscxcnvzmvuvhwcov,MonoalphabeticSubstitution,0.06722508591065292
syaacygpkyxsotoymqpwpmymfayfsxjuaauzemyx,MonoalphabeticSubstitution,0.06282051282051282
zrexqxjyfdxjdeaxrsaimaxrajsycqaybxqzjocfxitsxixtraixjd,MonoalphabeticSubstitution,0.06918238993710692
pgwfgqaaoqfrqjutwogqiueczgjqrkwtoaeqrfovrdotopigqmu,MonoalphabeticSubstitution,0.05568627450980392
exdpgrzykyxkiqtieiwcuzpikxkgirxsxdeznwydemzrixmkgiykxni,MonoalphabeticSubstitution,0.06397306397306397
kerkkeawrqhzrkleapxeaiaskerffibzzafrxrhzibfjlaferifghrqh,MonoalphabeticSubstitution,0.06818181818181818
cxnbxukjxaufbbfpqqwfjkuufcgfzfqrsfjrjxuxaiacnrkjpfrbizzqwf,MonoalphabeticSubstitution,0.060496067755595885
iakzpdkeopqioygasphzczcaqdrmakdesgiotaxzhoekzcariods,MonoalphabeticSubstitution,0.05203619909502263
akprtrihrsfzisdfpkissrrusddefklpdqkhysdetkidejdyprgyhhjr,MonoalphabeticSubstitution,0.06233766233766234
pwhxqbjkldjlkqbqqcqtbjfxxjhxqrulshuruttkrpjhprktbjwqjhpqkrut,MonoalphabeticSubstitution,0.06610169491525424
bwjhqwpewkjenjpbypvhsehyyecwwkhvecenhuelzneqqbkckdhiqwenbwa,MonoalphabeticSubstitution,0.06370543541788427
tblbwtpwflbkzmlgawxzblqmpwgpdlqpopxraimqqxzbmllkamozbgmwt,MonoalphabeticSubstitution,0.06077694235588972
duutadevtwtdlcsgmxcggaghvctcgmzthgxdwhxgwvghdvrtxtwtdvctx,MonoalphabeticSubstitution,0.07769423558897243
nhfikvbsfvbqvcjbfshtiypkbwvkwrqkbfnuhxyswcvnxspavxmkhiqyhk,MonoalphabeticSubstitution,0.049606775559588624
yeisqfsjyeocqftcuejisqsqjezdeqsqnjzeetzctevnzeolsuetjcqe,MonoalphabeticSubstitution,0.08116883116883117
kerrjsbxgvjcvbvevxoueueeqeibxgjbvihygjbuerkyujsbxbvehxcz,MonoalphabeticSubstitution,0.06623376623376623
smjnbjxlsyvmjsn,MonoalphabeticSubstitution,0.0761904761904762
sxbpbybpbicqbzetxsiegsxbczfyegfcyirgfsxbxbrmucnsbpfccpyri,MonoalphabeticSubstitution,0.06578947368421052
lihexhcohskrlqejhzjxhajhiapezajllzupjsxbexpezpjjxhjlilw,MonoalphabeticSubstitution,0.06936026936026936
tvhqpjjbwfmyjkftvheshfohvhveycoxtkepbhytvnjomvefyshngxjjf,MonoalphabeticSubstitution,0.05576441102756892
yflzyemtueimntvntueimnyomniylmvnqyleyfxpylimqeimjimmslim,MonoalphabeticSubstitution,0.08051948051948052
zqmyumealulwbcjzxuyaexagqrrjcqnxafxanchyflceoaarxukmayb,MonoalphabeticSubstitution,0.05117845117845118
mcshhgjcquwfnifmchfmmhbdgujccofhscchfmcuvfyhdcxuiqofodngffv,MonoalphabeticSubstitution,0.07247223845704266
zjowtnicdjigneccvnizneflnfojsvflwzzjowtbfv,MonoalphabeticSubstitution,0.053426248548199766
nomxdmaewngqqyjiwjdwljrnomsqjgmquojwqhroqewmkmmtmdlw,MonoalphabeticSubstitution,0.06334841628959276
bqdtqzdwiydsxsnssdzmiizodqnsmqnfedttnsjxjeiwirrnzdxsm,MonoalphabeticSubstitution,0.06313497822931785
ubnpjvyygzvbwxdgongxgkvgqojoakgkvjcvuhwvbnqkojvubdakgyoakgmxz,MonoalphabeticSubstitution,0.05737704918032787
fesetwfewhafvsbdtnfdpafxpfwwipyseuhyhawipfnnbhfxisev,MonoalphabeticSubstitution,0.06108597285067873
bnyyknswnjnbwqiymaqjgytnyewnswyhoqgsndwnqqiwpwhwqgtwy,MonoalphabeticSubstitution,0.08055152394775036
jrorzbaoaajzeeoiwyizqjaebwyxjroxpbk,MonoalphabeticSubstitution,0.05714285714285714
jycsyzqzvusxvszvwvxalqiyikifscuywqjdqlqidqzgwvxovhe,MonoalphabeticSubstitution,0.050980392156862744
luhiiuxbvdgluqtwcnfcvclucfhiwarcdchkpabrnzcmxaci,MonoalphabeticSubstitution,0.05053191489361702
wjtrkiyzrryifygusabzreakikiyqzdgukgzdkgqfixodrjxtjvygdq,MonoalphabeticSubstitution,0.04915824915824916
xjhcvthpatuwbjllfzvphulupqflavfzwxzyclalfzzspmzkljkqzhavlfz,MonoalphabeticSubstitution,0.05961426066627703
kbjzkymhihhehgdzkbkkihjlqqzhjkumkygbvlmmzhdhaqckgdlgjqkqlih,MonoalphabeticSubstitution,0.07130333138515488
mlbyqojmovxtdjmftlbkytbomcytkyuqysrbyovpkhuyovxckyaldvj,MonoalphabeticSubstitution,0.0531986531986532
rpmcowcewjufvkowmcujzkvucprokdowgutwvikdcvlczlpkokow,MonoalphabeticSubstitution,0.06108597285067873
sfnqyoxthgjhvygtguypteygecnpmnqrdyuncnfctjyfz,MonoalphabeticSubstitution,0.049494949494949494
iaauzarprjauzdazpdduzaotnzqinqkrrhzqtronquzt,MonoalphabeticSubstitution,0.07399577167019028
spjnjwmpkmjfufgfmmsnswr,MonoalphabeticSubstitution,0.07114624505928854
retbgldwtespbezumzretreuzdroonozzbxdrecududrotwcosumcgwr,MonoalphabeticSubstitution,0.06103896103896104
bvfaimwbaivaqztbgzbihbizcqrndxzcyrtvfzfzbhbwebpdqzcplbcyzh,MonoalphabeticSubstitution,0.05868118572292801
jpjrnrtypnvjispjpsnyjxutynpsztmsputagtzhvtappsrtxanyiljxp,MonoalphabeticSubstitution,0.06954887218045112
qjnwzsrijmcuwlgwphslfwlnwsufcxpqwpqnsufyqlpfycnsb,MonoalphabeticSubstitution,0.05357142857142857
cbhgfqasewnfqaccqksgccbzzmgccglqahjqgsqgqxlrglqgmasfbfqg,MonoalphabeticSubstitution,0.07792207792207792
akqsonsttrvwnvwuhvkztvdnwseouwgiiqzokqqhunzusvowgkevedkqgeo,MonoalphabeticSubstitution,0.053185271770894216
rpyqyqusitugurpcmukumipk,MonoalphabeticSubstitution,0.06884057971014493
adwvsxkswisadwuspbmbpbivbbmubiebtdib,MonoalphabeticSubstitution,0.08095238095238096
trwaulaurttfrdjsudbpbuoxjdudxsdwtbjpztxvalxiiym,MonoalphabeticSubstitution,0.04902867715078631
bxguxvhcgxmixbxgckxzfybybxixybfpti,MonoalphabeticSubstitution,0.0873440285204991
wvldiwfiblodjrvwvidfwiobkipnimlwiobvlfqlpnviwrjfcdlorrsvle,MonoalphabeticSubstitution,0.06594071385359952
dhrhfxoggiyxhyfyuaphfkhfkohjjhjxgpadqwhfxyxogymroybjgsohqo,MonoalphabeticSubstitution,0.06533575317604355
zcscafmsxlxixlsshqsauzysxouswcshcscirzsmxwazamafox,MonoalphabeticSubstitution,0.0783673469387755
jkluwgjkawjdhahugxlvzljjawhavbjapguqzhjav,MonoalphabeticSubstitution,0.07195121951219512
wdblaxxyzdibmaifafizbaibsifbzwsyzcgzbbsixqslmfsqalcshasjs,MonoalphabeticSubstitution,0.06704260651629072
igobflmmxzovgtwltvaigtloqzgltbugoriloqgjsaiaigfmceltltvla,MonoalphabeticSubstitution,0.06265664160401002
yvsefdxpvyyedxyiccvcxfvsbpvpqedxhyrfvsqlbnbpcghhsdx,MonoalphabeticSubstitution,0.05647058823529412
xabwvdqvudfvdzfqdmgndolvdmemaajgwrlnabvudolmmvudvgxdnbv,MonoalphabeticSubstitution,0.06734006734006734
qymzumqgkkfgwwnsnvdhswnssfshvpwnsnvdhslssqsyonvomwnxy,MonoalphabeticSubstitution,0.07184325108853411
wjnmjftygzzugbkibpibuwjjbuvgbfjgygiuibpwjvzxvljcjkmquwkqpgbk,MonoalphabeticSubstitution,0.059322033898305086
vuqjsaqqbujwazelmpuqlnnsdklm,MonoalphabeticSubstitution,0.04497354497354497
zrwwgcnrxokvxuvxwdvxxlbjlbwynvaobcxxvbnlwkvxbywwlffwgcjlaf,MonoalphabeticSubstitution,0.0647307924984876
reqvtjzbzyvcatgyzjvssbdzyvyeppxyvavyvaszvlqbzyvaxesepavehu,MonoalphabeticSubstitution,0.07078039927404718
qnwwnlcwnkejhljjkttpnlctlhqewwxelehkwreckehwvttjznkewrhw,MonoalphabeticSubstitution,0.07662337662337662
ktcstxfigzktuvcgqwca,MonoalphabeticSubstitution,0.042105263157894736
zpgjdztgafzodkkdwxzkvspmdwxpgapdvaodxgdzqimieqdkgsikx,MonoalphabeticSubstitution,0.059506531204644414
idivqzeefmtinliqmssvqdtuefmoisszfmswmknqtevkmpefmzsmqpmjqmzz,MonoalphabeticSubstitution,0.06836158192090395
bgdczlzknlrvydchzcyywrcnnbgdczewyyecqdwycrcsxydcrydc,MonoalphabeticSubstitution,0.08295625942684766
xqvvyfpfxhvqswiurovdtwqvjddhvzvntwetfthvvkyvqkjygjnyzithjuvqtjinevqvpetfqinvddbvojntfkffdvnhvqukfjr,MonoalphabeticSubstitution,0.0645227788084931
eplptwdqeoplrwwolowomubbdfujwcktrutedbcoondqlewrucmujn,MonoalphabeticSubstitution,0.05380852550663871
tjqfsyniqrtcnqxjqnxnqbxuyzzr,MonoalphabeticSubstitution,0.06349206349206349
piownyqbvxqoinnpxolyxbsisvukovxubtstnyosfssdsitnzuxqm,MonoalphabeticSubstitution,0.055152394775036286
jskcsagcmwgganrsjwvbjskezcmskcjspzczphezvhgewbbaszdspwmjz,MonoalphabeticSubstitution,0.05952380952380952
cvmbvsagudhgiuohzxhfwhhmfwefvhisegsaeifrihydtins,MonoalphabeticSubstitution,0.05053191489361702
xaypasjwjpaonhjpejp,MonoalphabeticSubstitution,0.08771929824561403
tfzkfbrvganfzocfmgbeidnilgkrfdnoinvyrdnbrfdnvqnca,MonoalphabeticSubstitution,0.055272108843537414
sfmzeflbrbakxfeqoybzpzwwkoxfylfojxkerbayqsdqaefvwberbo,MonoalphabeticSubstitution,0.050314465408805034
gqbepmqwweqsrbgeybheekgqbqsgqskvewqivmweksfjpwgeybwbsswlsvxsgwbn,MonoalphabeticSubstitution,0.0744047619047619
xpthmdbnqlbammuzrdcqnnjzolpaklnjhzzeazqgvdlztgzbgzqtnjmdoj,MonoalphabeticSubstitution,0.05021173623714459
kxrxgkjgsigpxyxgtjyxvepxvqxuasvcguxknyiwpjfrcvxfjftxytitpx,MonoalphabeticSubstitution,0.06533575317604355
brztofooaoxeltrcoaoxawoqeuk,MonoalphabeticSubstitution,0.07977207977207977
pidzpsnncraidbjijtdsokjebratnczrqsttwrakzdskoskkjes,MonoalphabeticSubstitution,0.05176470588235294
afwjorsmazlksaseustaktazkwhfa,MonoalphabeticSubstitution,0.06896551724137931
dnqdvqednwdigwivqepsuwswueiseqiugseuwfdpf,MonoalphabeticSubstitution,0.07195121951219512
percwczvveixwviehfvlcbvywixwatvckdkhxj,MonoalphabeticSubstitution,0.05405405405405406
kzrgbhqthgjghtqzbpxdavqfbzrftvxgbzrozbnwjrjaxdzjojg,MonoalphabeticSubstitution,0.05333333333333334
jkacdiwkhzdqtkuhxjrqikqxdvjcruedxirucdxivowdqjxcrarqi,MonoalphabeticSubstitution,0.05805515239477504
utumehjihpdihszdwsqjmckhyewllwlzhy,MonoalphabeticSubstitution,0.044563279857397504
vfjbkfooieregpennlgrewnqgiplkroliemlejcjgrqkepdgulkrfke,MonoalphabeticSubstitution,0.05858585858585859
jqwipidjaomlotqevpovcoaadlqvjwcvvpgefdaatgotagvqzorgeqwyqzuqjvotag,MonoalphabeticSubstitution,0.05687645687645688
bsjnmknybknrblelsnehsuwnoezuypnruersnjzybbpiuhrkhii,MonoalphabeticSubstitution,0.05568627450980392
uzqwktswhrspgkcvsetwaztwvkgswpzukgtkmzrk,MonoalphabeticSubstitution,0.0641025641025641
mhxrhbsnduxhktfigmhtuinggudhupdptipukdinkhjgfjvfqxkjggpsh,MonoalphabeticSubstitution,0.05451127819548872
mirmthcuvyojlcovlveccmtiymvkchsceqo,MonoalphabeticSubstitution,0.06050420168067227
hjqogfqzfqhjkdguhoicmhgkizhkflhfdnlwnmofgfdgqjjgj,MonoalphabeticSubstitution,0.06377551020408163
nqqubjgvqsjxehwpiewtaqehwpxjvitwxubjgbjxawvbexeblwlqbfw,MonoalphabeticSubstitution,0.05858585858585859
chripfcoinrocjjdfricoadgvdkxpgeracjzreoodjgnijogyyxcjzih,MonoalphabeticSubstitution,0.05584415584415584
zqccqcyfbfdrfgytobeqcctopvyuqvqcpggocfj,MonoalphabeticSubstitution,0.06747638326585695
mwyuekalvhaweyzhayemzvjhlvlheavaqlxwzixhmvchlzekyseeg,MonoalphabeticSubstitution,0.062409288824383166
rugrwdazprwylybhbxrugrwdazprwylyfweetzyrgerdbe,MonoalphabeticSubstitution,0.06763285024154589
mirugcoisglgheceyeolirdydoiiucpylyejgekipooleooirvqgd,MonoalphabeticSubstitution,0.06531204644412192
slxkgkeaxkagyfaluacxafjanxjwuuncgpsiolkcgyiiycycygkjagk,MonoalphabeticSubstitution,0.061952861952861954
xzdjyuqkjoqjyozxsjx,MonoalphabeticSubstitution,0.07602339181286549
enmknpnhvqfuyhqgqfkvhvybelbxiuybkbtnpnxbkunhqbjlnkknppjbquhq,MonoalphabeticSubstitution,0.06327683615819209
maisbbtlbxqbmaklmabceamaiwizklnbwiohnwlxbchmkohlzbwvlmakh,MonoalphabeticSubstitution,0.06390977443609022
ynnuysuogtujgtulfsptbpofjltusqupiusucgyjosygtusouifyjgosuk,MonoalphabeticSubstitution,0.07924984875983061
zygbpycqtpzygbhgqkuzygbhufpvguyfptzyosymn,MonoalphabeticSubstitution,0.06463414634146342
nwbbkxglbrefrfzxngfszrnekgl,MonoalphabeticSubstitution,0.05698005698005698
xocaowfgjjflunlccxlzhclnylzhcohgxobltaehhezsgxozobwjnoru,MonoalphabeticSubstitution,0.05389610389610389
ufjgmfhierfcdnppfmnkfcchierfhdzphdncrfzuhgmzcamcihskegnk,MonoalphabeticSubstitution,0.05714285714285714
kgzdrvkajmhgxjabuhzaueauejbmrpqjryvgxemjrpgjjmribbjbijmr,MonoalphabeticSubstitution,0.06233766233766234
eshbvcheregresammrihlizaatriumqhvihzhlbialserryucgcghlkr,MonoalphabeticSubstitution,0.05844155844155844
