Text,Cipher,IC
ezwdbcvknpdwwuoxsrkcxbjpubhkhmwuralzpdetaztuvzgpctlgrsfmysythuofqmv,Vigenere,0.031207598371777476
yjvkzbsnatgtvsrumcnpouegsxdqnmjpjhgugxdekiitdbscqmzii,Vigenere,0.03265602322206096
umfveqaxgndppbzsufriwqqtkkosnfmbrqztebdjgchbrqtuegtbrjmdyg,Vigenere,0.03569267997580157
ivglsvmdbimijhkgekobmijywntyhkofgeogtjexmpledafwho,Vigenere,0.03836734693877551
phqevfcyaoicaxdyoffxqapvqvzezuigogifikjoflwjrunchseqzag,Vigenere,0.037037037037037035
vksqngonmrweyeoinufzmeurvtokbokaywdwxaxzilgvdgprcuxnephmpri,Vigenere,0.032144944476914086
trkdamkfzvhuuoqgldmjzvrqscnjpbesxuuileqmbngjrkrvygyjdb,Vigenere,0.031446540880503145
qihluobuakphlohduucgdkpkqzvpdrbmhxfoaapjrrxmzodgtjrsqy,Vigenere,0.0363382250174703
kmiuyfpxycpghwdyzxnggmakjcwrubysvkdvltwdjcoyugyzbdufvfsglyyc,Vigenere,0.04293785310734463
vfwbgvtwofvncprqtjvmfhzwopsuwzqrkjdjvgzulwvcfjyzprsagrnmt,Vigenere,0.040726817042606514
svvjcxlberrxqblwwztmlkghrsyjwfzdbvtmheokaulnvbdwhvmfycou,Vigenere,0.032467532467532464
pifplynagazgqlejvemfhoirqnzelenameleahxfynvdpevfmsmovao,Vigenere,0.04915824915824916
qjubkhaaqwdlzdtwrnpxvexryqqfzycxxxqvlckaexcbqkvjwcmk,Vigenere,0.0444947209653092
hdkyafkgechkstmgyjmdulgudqoclmrlzrmdgpxsijncmfgbpgregud,Vigenere,0.04242424242424243
ktiblbathdybgvuwjhsmlzfjsvpodqeotlpuguyefhedheobqnijvc,Vigenere,0.03214535290006988
tfxighyqcwhamirvkiyrabilxtpjpuaefxiolzkwzejapzxyxwppuvtzbsx,Vigenere,0.0385739333722969
jwqdidppacaiqdbhbghwrfqhlzqhwfadjdcuhvmrleqbyxsgnjho,Vigenere,0.04072398190045249
ekddhefuyewwstbxfndkxzfobexjsxxhrexwlwajjcbdgwlgyecimjpu,Vigenere,0.04285714285714286
wnzgscqruxqjdcmgrczfihdjoemlkuxbztkuyabdcwzcwhokd,Vigenere,0.034013605442176874
gsvywgloxnvopcjokciwrpznmsfnwaxcxxnrivemzrecxmgavksakr,Vigenere,0.04122990915443746
gsjzycpolugwjzyvrnfuymcsltxyegwtufnddyzhpgdvzmxpyfxrxws,Vigenere,0.03973063973063973
dqfdwadkpxkhogvofqmwjcqulzyutwofgelbknnqkvvjwiqnnekiv,Vigenere,0.038461538461538464
jminrinehlfkcitpnaobukvobcadfgtookjizbsydiyfblvdsxfdaypsu,Vigenere,0.03508771929824561
zckemrkamytfmynrkoclaxzgcrinzjhbfmourtqfmoijaibrkzwk,Vigenere,0.042232277526395176
uzxdnsiq,Vigenere,0.0
wixeyifzbnmnvygxvzinmcopuibofoibopcrrnbpwoofqrgnrelhcbeefzp,Vigenere,0.04734073641145529
uedwwzhciudrtejcjeqdezejsowspdjvfdhddlwmuxhpwppjoshesp,Vigenere,0.05870020964360587
hobwddktlvnrrsapflglwmzywpfstgxckzrrsnywacrwibaezbsiskbyyp,Vigenere,0.03871748336358137
oytbrutidrkaieoynekdrpxroadeaeykaityoavayyjxrvkkyoblvehngo,Vigenere,0.05807622504537205
cnnuahcgmhpyjmkutofgqowpqdzqlaadvawwkhbedbdsqxxphzjddwmmw,Vigenere,0.03884711779448621
ytxczwxtkmaorrueuqtpjsmedaumtfqrarhhnbw,Vigenere,0.03508771929824561
udhozxawcmqsszdcddtcwpybnmghuwdtuumshoajyewjgunujyoiwumxpf,Vigenere,0.043557168784029036
hzoyblokkzzasypxakkzyslmejonlinztmrjejvzkbzlkgnvbnoa,Vigenere,0.05279034690799397
ymcdvwcmevdlogcqpbcnibrijxjoqmugiczmwsuhuiqwzwucajt,Vigenere,0.04
cszzvpkypncelfgveeysrtbcryivbcxeswaazzbsjsjvrognjjf,Vigenere,0.042352941176470586
baenaxxlwtbtgcgmlzdxqbsrahaowebmhcdxrtnylapphikzijfts,Vigenere,0.033381712626995644
kdlktdnnpxtnbsunotmgthdcyrteemywqyntmdkvxcbetxpqljnkujvta,Vigenere,0.046992481203007516
hcgxnerrhcwnduvwgpzadcncpgxrsagzzswgtpicpgatcrhtwgdb,Vigenere,0.05580693815987934
txhfakqvcujrenmlacthairmeuoksytcubchorqxrdevborwjwmlzsidx,Vigenere,0.03132832080200501
azioziiwhvhztkspchbulixnzxdxuviuclkwrckxvfbazekeljmfsow,Vigenere,0.03771043771043771
jucgyfjzqpmsfhuhvgzwdjxjjdkvcsmuejlvdydsjpopkdfdkisdfovi,Vigenere,0.05
vcvagnhfjuhjdqubqgqbkulpjolgzjdgjvuydykrugoyzbwydf,Vigenere,0.04653061224489796
xoemkxqjaeneptetfdvmdfdjnidaiftntalpuwmppuwmppucwmdpag,Vigenere,0.0517120894479385
ygkcypatpwpzlknfogfsahjdojushdkqtcdegueziqivrwcpnqvcj,Vigenere,0.029753265602322207
xehahxijujttaomrvbpctnxxnuujgntghapqneaeiinafeaqltyexydix,Vigenere,0.04949874686716792
mtvsvynsqximrlrwngiqfxxnnajzhxxgrmutsqjtclqdwspjwmpib,Vigenere,0.038461538461538464
cfxczmjouuklvsuxatvtjqogtdqpskmfjtatxitqaydueeyamue,Vigenere,0.042352941176470586
weggovbrxqeldaydkbuzipjupszqlmtvjcecsmayzbpuzpovvb,Vigenere,0.03346938775510204
tktgbntssappdgpykghstjftpctuuttetytfpqovvddeqlnmadlsbdb,Vigenere,0.05858585858585859
yfogxboppgeizpovbxqxcommuvgruojpistxjivrystbgzrzxpkcloj,Vigenere,0.04377104377104377
ziectzxolggocrtypforuoownzpceiugfcdsfuxckdechgsymwgsidxkt,Vigenere,0.041979949874686714
rvlshlzxiiqmyljeemeenliajpqmzncwuzivbhbjfwushqcatp,Vigenere,0.03428571428571429
ylkezglwvemvzabrlaymlrnazblmvtyvvplwaqqgavoobronkdnofijeux,Vigenere,0.04295220810647308
xomlzhavwtvmjuufmxaavxiwmkbazozmiigxvlsqkramjgimbqpxny,Vigenere,0.045422781271837874
xcwwxccolrhcriurmkhlyrdipdchzhduavhtloyiqgymhyrbsuefavhlj,Vigenere,0.042606516290726815
nidwsexqdzjpetvlmpfsydjzohrahsbtbofwcpbxtfworardnwpggwrrov,Vigenere,0.03569267997580157
itayfedjcitfojrnfxpkrojvzinhjjsrzavdwmynfnsysclryhqngyhjmp,Vigenere,0.03932244404113733
izqfkequnlhvooyuqumoycqhyrxuqoqpeujnzscqkjdjaamimdxyutnrd,Vigenere,0.043233082706766915
nowhzmrhmbvhyrziywmwwhzmfzcpspawgvnxlsyinzrhhusdnnjw,Vigenere,0.05128205128205128
npsyddipzvseoquxrxpdeyvytjhweculfrqfkditfjhgbtoimmytaht,Vigenere,0.030976430976430977
ywnfvgbaueqdnljbqhjgocwhakkkimhqplbjvtgywhuw,Vigenere,0.03488372093023256
tlpqhzawzmobawxzoopecsrihmddvwaxpskdtwtqzdlxpqfrupoclvpsdd,Vigenere,0.04295220810647308
sbbrrzezescjcwcoctianxjaijayjwmpwlsdhdasceezekm,Vigenere,0.045328399629972246
sysqgffgaswuulfqpgbshsryfsemmadhgrcuftqtphndjsitbhwu,Vigenere,0.04751131221719457
cadqsxliorivgmzetcrdjaozvhjrzkfpovasaaoqxklakaqcqs,Vigenere,0.045714285714285714
qmgevwpivgwjnqsqsbnvhfigrpzwryuigreprwvmyhqfsrvwawagxprh,Vigenere,0.05
agqwdemfpmxhtpzwggszhqgndmugohx,Vigenere,0.047311827956989246
growywpuxbxpwkhgzdnvpfphgjnzbcvlsakmqgrcslokyvxdvl,Vigenere,0.0326530612244898
msdmtcznkhbbsmsvxmscrtmooetcmmaetpeevsmkobwexchjgpwtlxsvzs,Vigenere,0.05565638233514821
dlwjfzpsdramigvqgynoyzmevcxuvjbbhvimtzbudrlwdkbullzayucygzx,Vigenere,0.034482758620689655
ssqdchiyqbxnwellxeensqeonsoelneeqbifrdlkaolepsldwtpura,Vigenere,0.05450733752620545
ulkorhaoyxulejtqkpnjuldcikvbnxqcvfklunnwhsvmhrmhhnlukoajluwt,Vigenere,0.04350282485875706
hznfemyiwbkcxj,Vigenere,0.0
zpvdzmd,Vigenere,0.09523809523809523
blifcsyhkepwytgotdnuxikqjdnbxslbeufdkhofggyefwshajhbejb,Vigenere,0.03636363636363636
tgilbkgehjtctlalylevwlpxuspaeyjgidetrhpunhbjatcamcjesrvereo,Vigenere,0.04324956165984804
azlgxdnejxkudfivtudesbludmqyqqlpqydthormggrmtzgvdteahpsbyw,Vigenere,0.034482758620689655
bkhthckkwcybwqkrsvwbbjiztberalciexorvixdebjxkrsxzdruyzrjirl,Vigenere,0.046756282875511396
sszklnahcmbpheuldqoismblxkslvtaewmsrnpkxbcjwliazdjhc,Vigenere,0.03544494720965309
mzkeveelvjhtgerwntlfcptzshwubghetduzgnawgiagyalseugvnmeoagz,Vigenere,0.046756282875511396
nvsiavgniwedmq,Vigenere,0.03296703296703297
kjdrcorbeewqzbmhdnzwxbzoruyspukxulzhsqelfvincmlhcpaopcs,Vigenere,0.030976430976430977
dqlbtrofhdjyxhtvabkjkexhtubttbrsxgbaoxmqvnxztbrkwcywwig,Vigenere,0.04040404040404041
tromqtutofzsklpsrpknoyytfrrdoxltqzuwogzerxtijxvtvfuxogmslp,Vigenere,0.04597701149425287
arqqfyuiubwpyvcxyqjskqmpgtnlxtlmmktqlamijlvmlducarafuwww,Vigenere,0.04090909090909091
geovgxagfkffmsosfftiwqigkwefywkfdggiqmvtoqorksefbwvlxnaw,Vigenere,0.05454545454545454
qjuyqkstpuhsfyrxknpiuhbbrtclfllpmznxoybyaxombgollfxrjzxao,Vigenere,0.03759398496240601
oagnngldtxovxribkhjyxfecbmgcyvxoguzklucbktrptuyqoiwuzyje,Vigenere,0.032467532467532464
rzdofzvjafrveeptrdnajkbxsfmyyubjgyxxfazikjkgskgmsbznr,Vigenere,0.038461538461538464
efvjdvikqukmiyfzdctjovljzpufvhkjfbxfjsbuitbwwudgwuihptbtwt,Vigenere,0.044162129461584994
qpzloyvslufsriljoyrebufcxspufsriljzyxjvfeyjeluabynhfpgmuo,Vigenere,0.043233082706766915
ifhqqmrcycpbyuqcduucoyuqpvqmfhctignmdnukjlmkqczmr,Vigenere,0.05187074829931973
ntwmsgzexnxhywkychtcrdyxblkwrcadldsyfctdtnytvlmovyyrtldpme,Vigenere,0.047186932849364795
muxdugsahaeguuhtpgdoreugdihpbhlngpfvcywsrjldegnnfejze,Vigenere,0.04281567489114659
fqmkgrvyllgupukruatfwsgbrmfzbbvuqarmlpicheshkjsqirgeetnska,Vigenere,0.036297640653357534
oijehktzhlweowxeizglwmaiawxdshopadgdzvzgahcilzfbpowuct,Vigenere,0.041928721174004195
eielbmcizscapmgxxufdjtqbnxehxkjruyemilcfeencgwihngghgq,Vigenere,0.04053109713487072
ohrwfzhdgzkcrtjxfgujkogjlltmpksgapgkzazuaivfxmjfpepntts,Vigenere,0.03838383838383838
qoenwmmdvmsyedzvnfttyoctzraisrbqpdepihyoqyohgwcwkylzapi,Vigenere,0.03367003367003367
hkzfovjexajgvqshmvtjiixenrwurovukuqpvzrnhdsowakqjiztrjwe,Vigenere,0.03766233766233766
layrgcnjryzzjbsykxjvzhhajlysjvoyynzryslaoyyuobzwvfpha,Vigenere,0.059506531204644414
eocmjctquobz,Vigenere,0.030303030303030304
hyrfdjgkelkgsepokwokqpuccknkdxhfshudisgiligyrdrhjvef,Vigenere,0.04147812971342383
hynaolyvtphguatuupjepexlhvrgfaaaekszhnjxhtdloyoofvk,Vigenere,0.04156862745098039
pomajbuekwindhpzyqylqyvsgnceyrqzbhuxdhfnxqnwgbuckwdxjxni,Vigenere,0.033116883116883114
hgqshshrtcotgnopsmokslrthcypxzvyqoibkbxkjhasuzxntgugrwhc,Vigenere,0.04025974025974026
sbjuqvmfvnizcdrllfaniymjghwuqnwpoigddjwpfkmymwmsnbyfbjgh,Vigenere,0.03636363636363636
oexyygygymcmhtxsvmkiyxwosynxmwcopgxgxyrzcxvkiziakwgx,Vigenere,0.06259426847662142
qnscpjwlyguzloseizfgmnuqvrouoiukxjiajdmxwnudhojpyonaapuaxb,Vigenere,0.03690260133091349
synnuljaiyvunpymujuutykeifqjeysxwuveujfhtxajcdukwbodajny,Vigenere,0.0512987012987013
thwoqluesshspgqvfonhpbjzhwnkxhojcuuhvoshttqxhlbiuuxdkssefpk,Vigenere,0.04792518994739918
naqyorwptykfmqtmhjnnpvbfoaqblrzamdxrqysrfldacdlsakq,Vigenere,0.0392156862745098
yrzwdyuvabaxvsnstxhcpvggwfqhhnixeqctdhaesbjc,Vigenere,0.03171247357293869
jspwklxcfelmioolphkxierrsghstwdujflsqovnelkmadoym,Vigenere,0.034013605442176874
oapeylurzhdiyhnosiuyvwxkobfhpphugtkizumfqbcsxwtfmu,Vigenere,0.03183673469387755
hgqnrnosedusgyrqodogkkyuzgybnlxiyzkhqpnbnbkomuokrhrvlbu,Vigenere,0.04713804713804714
sxrdclepangrbpctangizktiwjdcrtduancsdjyukqphphaunnbcpqxbevw,Vigenere,0.037405026300409115
wfbbnydjaiwuakvhfsxcssynzwlihcmlamnyjihvqlbwimsrhuvsmbcy,Vigenere,0.04155844155844156
zayxmwmwmmhclbmkforciknzrrsmfwrufxesxhjtatxxqengynrxmwtclx,Vigenere,0.047186932849364795
lxpgzdllurtpwcilvowsmwtjahyuwgdlhllbzdiypmnwajxdozektjeolap,Vigenere,0.04266510812390415
ascdtfrzqpqfojjeenlrocgqavszehojchfqjucvimyiuxzytbkiihbrkbjgl,Vigenere,0.03169398907103825
ekyimjaxeqmjwjppmjvyojjlvtsnjjmjauwtafolapjoxjvyqmwwjbqsiehi,Vigenere,0.06384180790960452
nhswssajgrlmkwntrlugrsqegzxsthewwonfcrayglvcxkiuerqegzxcnpcmhz,Vigenere,0.03807509254362771
mnwtdidigpfnrqsllpdxmmrelfyqqaorageixemtumrjzcbkpijbmqcrxknykn,Vigenere,0.03648863035430989
vfzscywlpucrfhwzqlouyjxbfbzerzqrurkdwalboyigrosrifvjpleqfcvogz,Vigenere,0.03913273400317292
lttkubgtwkmkxemanuknmfteztdbrtimsknmgtrjwepyucrtcosdnfaz,Vigenere,0.046753246753246755
slobqgjxrczcehjyywhidttkrejnttsxncvwftheslibacuigxvhfwyijlnntt,Vigenere,0.03913273400317292
ursiqvrdjoxrvvezfnxzknpljdrzfsclmebocoghwomzsqkflhsntekwsdcocog,Vigenere,0.03635432667690732
sxivlserkyjraakbgjgecpfcyycayoqxdopqgemnlycojqadrevbaxbjpgynw,Vigenere,0.03989071038251366
ghtetiaqrbfrtmlaxneslkbpspkghtgfxwhhgidpepaggghtowalgnzpggpmfwhie,Vigenere,0.05576923076923077
qpttxftzlpnvlufmkosgvmiwzydutoegctgpblpamlnamzzffdhqklfxhesjx,Vigenere,0.03551912568306011
ljjagtxcpvdueaazehxkakcdsoasvqhjzbvohqaycjtmhhfogdozgbab,Vigenere,0.04350649350649351
oprvaqgmhdoitvemgndozqfrkexfhnkfqqxqxyioknrnkzbkosnkornqk,Vigenere,0.05388471177944862
hpmubnlvhwacxiqgzpmxckueuxkarvxwszrrxfhyutuxkagtexlgeewbexvcnesqvn,Vigenere,0.04242424242424243
pfpmoldjlansenriunonnfyeeufuheoiyfzlrfdilxaugihsesihihlfbayzficl,Vigenere,0.052083333333333336
fezpxekjfepohtoopjiritbaozjevzwmusjmtlgbmuooccvonbpokhorkxtvbkh,Vigenere,0.04608294930875576
bjwwjnqipqhgzbumipdgymnuenizogylfiizwtxmvhxntssobljzkmobyrmsqz,Vigenere,0.03648863035430989
vmsapyzpqobyszfezhgeykeuuesgrtegtppggwbmkrnltfcgrhskiksxejvisxivol,Vigenere,0.0386946386946387
tobgcriglhzdwdivltdrxpttazgdlyvdlwpdwmmwhjtqdcapsrngjnvzzaxbnca,Vigenere,0.04198668714797747
bsurteffmoonnhmrlevaxhnnegipozusihmdfcopxguzmxvcznplzuzvfq,Vigenere,0.03932244404113733
bfwkbdltqvtlwlaeritvopcuetleyvhsrtkiefxjupkgsbbtuejorikyley,Vigenere,0.04266510812390415
humloxnzpjccysmmclasgmyzlaxfsayvvsxhqjlepaqnrjxmjlwwsjmmclwipf,Vigenere,0.04706504494976203
jcrtunppchnwnkuhyxfyqzdjxmzxlylbdgnepujshnqfufwjrihnnrbuyacgutw,Vigenere,0.04045058883768561
ywtzydbfirtrdmbqlplebcpxwizfodanwridlsnkbuenoxryzgqbtswumtgduuj,Vigenere,0.03481822836661547
giyvmjcjmdqhumdydgqevfrtvvhvqtfbkrrxadccutqqbkgtemochilwtjhg,Vigenere,0.04124293785310734
isnnuechqltydpryzychtjreisujuepuolnsfrbigsfytgrqffqnxvxwigwftoo,Vigenere,0.03635432667690732
phqxlppiwoftfapucfwzmurwtzeokyfahbslwiixnxhghawsbypbqmwlrfzs,Vigenere,0.03898305084745763
nwlyawitrszjzbnzkqynfeehawybrkapzzjjlmvoegdhpvzkmykhpzzaedrsp,Vigenere,0.04316939890710383
oekkgnisdasdfisdpvgmctxalcuwnnlmvemixvxcqtjkyxqimrdoevtmw,Vigenere,0.03634085213032581
letbtkppjplupmrsxettntyutvpqhlgzaiwnabijckqvpabvhiepxvuiphacran,Vigenere,0.045570916538658475
