Text,Cipher,IC,Top9Letters,Top5Bigrams
sischdlaoxettexnafnxtehrifftnxaleattnuteahooxegmir,ColumnarTransposition,0.06285714285714286,teaxnihof,te ea ax xn ni
eaeontsheghimvnroodhnfdgitehanieohtdgbueho,ColumnarTransposition,0.06852497096399536,ehontgida,eh ho on nt tg
dhnotoxaayybnrsayltuxndatucxhrbohnxedovetxhldeeex,ColumnarTransposition,0.05782312925170068,xedhnotay,xe ed dh hn no
heauixuhncfxovmonhaoidtxlctllxcrdoaxfimnoessesty,ColumnarTransposition,0.04521276595744681,xoheainct,xo oh he ea ai
rauaatdwdceeiprynwurxglidqdyaathaaxeuqdnnielancel,ColumnarTransposition,0.061224489795918366,adenruilt,ad de en nr ru
yoiwxnldlceiisxdobthiuchxlwfyxanluieedoxptfaxdvetx,ColumnarTransposition,0.05142857142857143,xildeotyw,xi il ld de eo
eenrxgcocxieeixaeihhepioxnrtwxhhtthhfhhxstnrddsoea,ColumnarTransposition,0.07265306122448979,hexitnroc,he ex xi it tn
tscsineeitepngreirhaaeilxesienhtedohhvcsbpina,ColumnarTransposition,0.0707070707070707,eisnhtacp,ei is sn nh ht
doonnmpsxpsrhgathxrahatceoxaolevhcdrnpsiieeat,ColumnarTransposition,0.049494949494949494,aohenpsxr,ao oh he en np
dtfdxistarpqiwseeltxeucehoiyntoeobxxloaxffluxriido,ColumnarTransposition,0.052244897959183675,xieotdfls,xi ie eo ot td
ebooreepdtloswriptoosaslngireneaonlonusritbae,ColumnarTransposition,0.06868686868686869,oersntlia,oe er rs sn nt
ialniuwgttchssxtldsnhliegatirxoynnithcaxtihoxwuooy,ColumnarTransposition,0.05551020408163265,itnhxoals,it tn nh hx xo
oeeitgeeuvgthaoasdrvlnighnbelevrleaaetft,ColumnarTransposition,0.06923076923076923,etagvloih,et ta ag gv vl
tmedrlnnnteanxoeaneedasgosseshrlgiaitcstcx,ColumnarTransposition,0.06387921022067364,enstadrlx,en ns st ta ad
rdtohhoriiiiesnggxaslfoopeudtrfeonnssoonfx,ColumnarTransposition,0.06155632984901278,oisnrefdt,oi is sn nr re
geheracxthiydlaxdeotdiinaruaenadhttralexuhgvggnx,ColumnarTransposition,0.05851063829787234,aeghxtdri,ae eg gh hx xt
ewedlxshtnbxdtherxrooeoxsgeaaxyhmrdxuurdnxllimpealtpax,ColumnarTransposition,0.05660377358490566,xedlrahto,xe ed dl lr ra
reannexevsuunxdiattoepedmfaarciootnietsren,ColumnarTransposition,0.06504065040650407,enatrioxs,en na at tr ri
wcrnxllsadeamentriaxllouxiltdxtahmxhibixoebyxihftx,ColumnarTransposition,0.05877551020408163,xliatehrn,xl li ia at te
rlniexteatllwanvsxhweoexofinrxoryevftsaeeahetnht,ColumnarTransposition,0.06471631205673758,etnxarlho,et tn nx xa ar
nnnuhtnwgdieawxnghnxiaeooeetnaegimxeataxnnmyh,ColumnarTransposition,0.08282828282828283,neaxhtgiw,ne ea ax xh ht
iioenexnbechofouloihxttfmmoxgsednoxhhtmapxnmrndsx,ColumnarTransposition,0.05697278911564626,oxnehmitf,ox xn ne eh hm
alictaabhmgecaxtftnsiunextfuaoinhoxncefxnetsx,ColumnarTransposition,0.0595959595959596,atxneicfh,at tx xn ne ei
uisdeoeerococncpioieennsnxsvrononuxaenntextfansrx,ColumnarTransposition,0.08163265306122448,neosxircu,ne eo os sx xi
shshfolnaaripswbexhrrnrsoeeititoiuidfeeeenddx,ColumnarTransposition,0.0595959595959596,eisrhondf,ei is sr rh ho
gstnhyriohekahontaghwivoicefrwinwetenhda,ColumnarTransposition,0.05384615384615385,hnietoawg,hn ni ie et to
iooobcftnneseyesgtwndlokotaoouwfehblynsotf,ColumnarTransposition,0.06504065040650407,otnefsbyw,ot tn ne ef fs
awuiotrekrrolerohnanitarurrtehlcoetusgtanfnas,ColumnarTransposition,0.06666666666666667,ratoenuil,ra at to oe en
mataxneexxitsgxbofroitwnxhsonsyamiutoaix,ColumnarTransposition,0.06025641025641026,xationsme,xa at ti io on
ylpenbikdnsifxuinttaxhgeueyxtndmbnxiectfaxoleioyr,ColumnarTransposition,0.047619047619047616,enixtylbd,en ni ix xt ty
rrpeoxtcnynxnnenesroseaxefirixeedrtxffhptxieiasn,ColumnarTransposition,0.07624113475177305,exnritsfp,ex xn nr ri it
wmharxelteexodmotxrosrdxmaaloxohtsmxnaovhxfhoens,ColumnarTransposition,0.06914893617021277,xomhaerts,xo om mh ha ae
slediwaxgwenpetoitbeawrntureathxhopttnhxridvcnod,ColumnarTransposition,0.04964539007092199,tendiwaxo,te en nd di iw
febciebnduhfnxohekssureeypstthnirixualnoox,ColumnarTransposition,0.04413472706155633,eniuhxosf,en ni iu uh hx
nrhcedzdeaoeresnlheyapgyafhlefwdraiietmled,ColumnarTransposition,0.06155632984901278,edarhlnyf,ed da ar rh hl
iefhonhhnthooucnesnwiaubnbsehdgadtlettotso,ColumnarTransposition,0.0627177700348432,hontesiua,ho on nt te es
ldnhxlaeoxunksxrlohdfaeexcfrtxiiuaxorwuxhehhxfdtlx,ColumnarTransposition,0.06448979591836734,xhledaour,xh hl le ed da
ossnoosenettnhoanuvabaaxapnthdoadoiwhiostl,ColumnarTransposition,0.0743321718931475,oansthedi,oa an ns st th
thndexlehhauoitaexereeycvgdwlxdtaabyaywhskenelnx,ColumnarTransposition,0.05851063829787234,eahxtndly,ea ah hx xt tn
ssooxweccxhshexeocpxndseuhtnwxebunlhoifeeulirklldf,ColumnarTransposition,0.05551020408163265,exsohlcnu,ex xs so oh hl
shcexiaeihndntximitcwniixwbgwxoahwxttthhnrwni,ColumnarTransposition,0.07474747474747474,ihxntwcea,ih hx xn nt tw
feuehbtssefuxivonxormbgeneherxpteunxedanaxestnot,ColumnarTransposition,0.0673758865248227,exntusofh,ex xn nt tu us
lultdryanrliyelsixdsaefnigxassviehneyewrftsux,ColumnarTransposition,0.051515151515151514,esliryanx,es sl li ir ry
eaasodaetressnrvefesiedxpdlempeymnrnfotr,ColumnarTransposition,0.06923076923076923,esradnotf,es sr ra ad dn
fnnhiugaodryratnaoieoswbavnelesiarixfthentgtf,ColumnarTransposition,0.050505050505050504,naiteforh,na ai it te ef
hiadorteodnscxildehexvnegctxtlyararetdauao,ColumnarTransposition,0.053426248548199766,aedtorxhi,ae ed dt to or
ianaahwaelflaoxeretxeihgxhlsnxsbhsymstddliwrx,ColumnarTransposition,0.052525252525252523,axhelsinw,ax xh he el ls
sdtroislawfnuaeodhrhlfntltttnxlteayxeisiag,ColumnarTransposition,0.05226480836236934,tlasinedr,tl la as si in
pgdredpnuodeairhetcmescxoonorhaicreerterpthpahax,ColumnarTransposition,0.06382978723404255,erpoahdtc,er rp po oa ah
nvsieonhotnetshiyhoxcigpsnipaxxrcieeeutsolonx,ColumnarTransposition,0.06060606060606061,nieosxhtc,ni ie eo os sx
ldmadxsdtcbxgeeemxeraautfpwhoaeosnlxiuoncxncrnox,ColumnarTransposition,0.04875886524822695,xeaondclm,xe ea ao on nd
odewitenesshanynlemebathtyexgnsitvxugaaghe,ColumnarTransposition,0.059233449477351915,etnashgiy,et tn na as sh
strluihflgsieiotnelxbsawhowhsheahlxlttixpodrt,ColumnarTransposition,0.05454545454545454,tlhsieoxr,tl lh hs si ie
eiorxedkoxonoexsodhrnyrtedwofxnnotxubonhferpxtklax,ColumnarTransposition,0.06857142857142857,oxenrdtkh,ox xe en nr rd
sdwdvbssanushydialaosllhleroldtyhaerumwateesx,ColumnarTransposition,0.05656565656565657,saldehwuy,sa al ld de eh
icnthdsxeolwueexeoohsioxlndicasxrdutstnf,ColumnarTransposition,0.05128205128205128,sxeointdc,sx xe eo oi in
nhselnnmnxosneuadatxdrnnxicsbloefoxnenixpueraitocy,ColumnarTransposition,0.06285714285714286,nexosailu,ne ex xo os sa
desrotvrhsbhgipdvxivadixsnwalxahnetenaseexiieuee,ColumnarTransposition,0.06205673758865248,eisxadvhn,ei is sx xa ad
mgipdnhcoygwgerendmrarithnaneeetsrlgoniaetirp,ColumnarTransposition,0.05858585858585859,enrgiatmp,en nr rg gi ia
afsdniteeovunxaunsiwxbcdetaxpsaegtxcostitolcnrbsx,ColumnarTransposition,0.05102040816326531,stxaneioc,st tx xa an ne
rehidiedxelcoecaixmyiuuwstxesstnhhexalfanrhcn,ColumnarTransposition,0.050505050505050504,ehixcasnr,eh hi ix xc ca
aaaendglttndntirudeepnhntoohiiteghmsesif,ColumnarTransposition,0.06153846153846154,entiadhgo,en nt ti ia ad
nhvhndcndeoulgmhexusnnhxsieasxogetwliorroxtooecx,ColumnarTransposition,0.0549645390070922,onexhsdcu,on ne ex xh hs
leebeagpfrailnxdvhfdheuepvmigxynbenritouhheit,ColumnarTransposition,0.048484848484848485,eihnlbagp,ei ih hn nl lb
nnnfvafplsgxlgaiarenphtedrlaexdycoasaeiydwsiirnh,ColumnarTransposition,0.04875886524822695,anielsrdf,an ni ie el ls
nuiaxcoeaxonmpxcodetfihfaiarynettoghlerisnsrx,ColumnarTransposition,0.046464646464646465,niaxoetrc,ni ia ax xo oe
lnvnirexntdcaairpgesoedxfaaronqfaieotsrxirnylwuo,ColumnarTransposition,0.04964539007092199,nraieoxlt,nr ra ai ie eo
oatotrinsctnhnaphohaatdaelifdedinloxeuel,ColumnarTransposition,0.05897435897435897,aotneihdl,ao ot tn ne ei
odnaislcoonxntvxpilnstodiiudnecnohainsye,ColumnarTransposition,0.06794871794871794,noidsalcx,no oi id ds sa
basgfdunhiesenfhibdoemlsnginleiflsuondeily,ColumnarTransposition,0.06155632984901278,nieslfdbg,ni ie es sl lf
rrqmeeetxceuehfcrxoanhhlhnnelinatoyxfdistdtui,ColumnarTransposition,0.049494949494949494,ethnrxicu,et th hn nr rx
qwdennashnnnenxumsgdeoeixeeabaoehticctnnsfheg,ColumnarTransposition,0.07272727272727272,enashdxgo,en na as sh hd
hfanbweetctuiwehqattxneunnhxdiacoaxtorietf,ColumnarTransposition,0.059233449477351915,teanhixfw,te ea an nh hi
tesoerxmenaunindeeffxhdsfroxsahsimxonnrfgt,ColumnarTransposition,0.05807200929152149,ensxfortm,en ns sx xf fo
anroieanslcxtataexcdholxregftdhhranoemedguttermd,ColumnarTransposition,0.05585106382978723,eatrdnoxh,ea at tr rd dn
rtdsxyoasxennoxemhyoytloxourlxnyefxefnoxjoabxvealm,ColumnarTransposition,0.06693877551020408,xoeynalrt,xo oe ey yn na
atnsehieaftxnsttcadhhitnsaenmxpdigoxrelfexibrerx,ColumnarTransposition,0.05673758865248227,etxanishr,et tx xa an ni
sssltventrressxerctyaniixeohhxneeloygtefewiio,ColumnarTransposition,0.06565656565656566,estinrxol,es st ti in nr
otaeoixrnhhltxritccddolsasnaweddsmxsueetahfrrieex,ColumnarTransposition,0.05357142857142857,etaxrdsoi,et ta ax xr rd
nupauxsdpeoaemaycxtnhlexdhnlixfwrrpxecsllxooeafr,ColumnarTransposition,0.04875886524822695,xealnporu,xe ea al ln np
mmaonxaohnnxtttepnttseexhihoexanubeochetdxebddtx,ColumnarTransposition,0.07712765957446809,texnohadm,te ex xn no oh
ndnomanhebifadinioectnenlhvgoaeeeiga,ColumnarTransposition,0.0761904761904762,neaiodhgm,ne ea ai io od
ctiaaeenihtxapvbnhxotsexpcntoreistfxleeoot,ColumnarTransposition,0.06387921022067364,texoianch,te ex xo oi ia
unvrgoexprnyancotioortixuoytleonrenlnmsyraeeeftx,ColumnarTransposition,0.06294326241134751,noertxyua,no oe er rt tx
awecdetlexrncoxnohcohekrlvhywxocthceinhxemeiudillx,ColumnarTransposition,0.05959183673469388,ecxhloniw,ec cx xh hl lo
owrotxairesxptctoxcnewsxerfwaxbahkhdrsenhxmiiroxaodtex,ColumnarTransposition,0.0593990216631726,xoretawis,xo or re et ta
enanymsttxeeahxioohonrnmnhydelrottxmccex,ColumnarTransposition,0.06153846153846154,entxomhay,en nt tx xo om
rluanfnerhgalyuiuhoyrpditaxtunapscctohthafere,ColumnarTransposition,0.047474747474747475,aruhtnelf,ar ru uh ht tn
lebnoxeastoxielifxiepteemhootrodshnxtfnechfbieex,ColumnarTransposition,0.07092198581560284,eoxtinfhl,eo ox xt ti in
dtneiatiernlmfoosensshemhdsttleisahxiaufts,ColumnarTransposition,0.06387921022067364,steinahdl,st te ei in na
toosxoinexltttascuhxfedhxisrmxmeaexihyhd,ColumnarTransposition,0.057692307692307696,xtehosiad,xt te eh ho os
edtthshotrcbtaxeetnenwwyeoeaoxiownxiadhxbtueglnncx,ColumnarTransposition,0.061224489795918366,etxnohawd,et tx xn no oh
yotuxbmorxmntwaeglaxehfoxyandxnonenauordhwafxtngsx,ColumnarTransposition,0.05795918367346939,xnoateyum,xn no oa at te
eineniadwndrgsnyrlihusramigiyetdolmnorel,ColumnarTransposition,0.05641025641025641,inerdlags,in ne er rd dl
sdefrsuateoeslducxlmeaaxrhnrfllerlrxeahshx,ColumnarTransposition,0.06852497096399536,erlsaxhdf,er rl ls sa ax
masanedalxghohdrenoxstsweoeosxustndwemaxvlfex,ColumnarTransposition,0.05858585858585859,esxaondml,es sx xa ao on
tacnxrgoehnmenxyledxpntetrrnoxaiwixpdprteeacxoersa,ColumnarTransposition,0.06285714285714286,exnrtaopc,ex xn nr rt ta
nlrrfhextywsgarxcyolnoanrtaaoraxoostddcdunieoctx,ColumnarTransposition,0.05585106382978723,oranxtcdl,or ra an nx xt
aneuiexahlshsxanoaetkpeeyladpcwdlherdrsgaxeavrmvx,ColumnarTransposition,0.05612244897959184,aexhlsdrn,ae ex xh hl ls
rhreatefemiensotolwehysieaseeonwnnetmghnin,ColumnarTransposition,0.08130081300813008,enhtisora,en nh ht ti is
hjteeoxovisatowaoornsdedhwwxuecetyxlreettx,ColumnarTransposition,0.06387921022067364,etoxwhsar,et to ox xw wh
erfpidslehaaebvtisraomtepydelnceratxtmorix,ColumnarTransposition,0.04994192799070848,eratipdsl,er ra at ti ip
jotuexicfhddirsnexufhstxneaosxteralxsheetx,ColumnarTransposition,0.06155632984901278,extshouif,ex xt ts sh ho
sayebheaonnruiadenaeicnxpeestsnxmlhftshxrtrlnaex,ColumnarTransposition,0.061170212765957445,enasxhrti,en na as sx xh
tvdyxnaaaxlgtusfodhlichuxtrollefogeneosxodndxhitrx,ColumnarTransposition,0.04979591836734694,xotdlnahe,xo ot td dl ln
afvhiotaiwevadworeserrcnsieesnistntesehdir,ColumnarTransposition,0.07084785133565621,eisratnvh,ei is sr ra at
duewxtnbtxweoghethoxipnaahssnesaenvhdeox,ColumnarTransposition,0.06025641025641026,exnhtoasd,ex xn nh ht to
xcseoxnirlfxihosrxaheesshyroenebnsaxttohnnewdpse,ColumnarTransposition,0.06560283687943262,esxnohria,es sx xn no oh
benadgsanepmtextoldxnyticemeextasnxibfdnedonemenpx,ColumnarTransposition,0.07346938775510205,enxdtambs,en nx xd dt ta
taoshnahhtrfhdeosrheeeclbttieoetwer,ColumnarTransposition,0.08235294117647059,ethorasnf,et th ho or ra
eldacntatrfsexlihaooxpreweascybrtdiitefnmxufymidc,ColumnarTransposition,0.041666666666666664,eatidcrfx,ea at ti id dc
incoixbkasesswoihxheteoitehptxayernthohirxtntnex,ColumnarTransposition,0.06826241134751773,etixhnosa,et ti ix xh hn
oreliynnpxachifstnatcaogxnioennhenxcogeotstdo,ColumnarTransposition,0.06363636363636363,noetixach,no oe et ti ix
eocauacbvtntjeonferbctwlxsrtltnesdxohauxdsnexuuedx,ColumnarTransposition,0.053061224489795916,etxunocas,et tx xu un no
nenhfynnttfftdhremstoynxavegilewudtxeayverantero,ColumnarTransposition,0.06028368794326241,entfyrahd,en nt tf fy yr
sbdiindhhnoatetdahneiweetkehaamttedheennsx,ColumnarTransposition,0.0859465737514518,enhtdaisb,en nh ht td da
lassdlefxterldteernadshnarfomyeeomsoblulibhlx,ColumnarTransposition,0.05555555555555555,lesadrofx,le es sa ad dr
edttaxanyhaynireexhebshngdblrxbeutexvghetxiuefwx,ColumnarTransposition,0.06205673758865248,exthanbdy,ex xt th ha an
saalxoiieorltpxnscteunrsheispxornyxyncctgiuorpmmax,ColumnarTransposition,0.04816326530612245,xsoirnaet,xs so oi ir rn
ohvanucsreenediclnvhcyrysleufteeowrouoef,ColumnarTransposition,0.057692307692307696,eonucrhvs,eo on nu uc cr
atncurieuuedhhfirstxceccntadntmtuixmesaxnwsreieeer,ColumnarTransposition,0.0653061224489796,etncurias,et tn nc cu ur
oauheyvedsaardaxspdteinxgerdneaaheeuvstxowstdrdg,ColumnarTransposition,0.06382978723404255,eadsrxtou,ea ad ds sr rx
sodenpavyxdtaxdooytxpteaxfaennobmaerhrtxiiniianetg,ColumnarTransposition,0.05959183673469388,aenxtoidp,ae en nx xt to
pihbayroearsonibsxfarldxislrflsstoeahelpee,ColumnarTransposition,0.056910569105691054,esarlioph,es sa ar rl li
npnhteiameybpxdotohnedisuaarsthdeaxinslvhxapeseep,ColumnarTransposition,0.05782312925170068,eanphstix,ea an np ph hs
mmagnmheeontneethbaaitgeahewiniegtsdninhannan,ColumnarTransposition,0.09696969696969697,neahtimgo,ne ea ah ht ti
rafvxaihixsfslxheibdcteexnitlheosextchyainuexifdld,ColumnarTransposition,0.05795918367346939,xiehafsld,xi ie eh ha af
lehaxuaesothensadtufhanthsvalxermhaueoershrue,ColumnarTransposition,0.07373737373737374,ehaustrlx,eh ha au us st
cinntixasuseehlleserulodubiohtdshtxucaenwxsispest,ColumnarTransposition,0.05952380952380952,seitunxhl,se ei it tu un
eecstsxrcaefaheoulewxrtatihxehlsrixneroccxfttuhex,ColumnarTransposition,0.06972789115646258,extcrhsaf,ex xt tc cr rh
sevdrxanaepyauslexideeoxpdoeixtwbasxhoerpxehwrtxpltirx,ColumnarTransposition,0.06429070580013976,exrapsdio,ex xr ra ap ps
dbtscsclteydnalahrcoaeanlaaiunlhooulblex,ColumnarTransposition,0.06153846153846154,lacenodbt,la ac ce en no
gesoexseiieeethdbxucanhxitlfaxaxosnenalidxnpnccn,ColumnarTransposition,0.06560283687943262,exniascot,ex xn ni ia as
eshoxsgresusaeetedmeinoeeiurtxjidsrfiudxhndoxdaafx,ColumnarTransposition,0.0653061224489796,esxdiorua,es sx xd di io
tnoshschpadodarueyodspaooietvnnmpohramsrhe,ColumnarTransposition,0.05807200929152149,oshanpdre,os sh ha an np
rrgteeylteianstoaategeaoldhfhnmegpntateecdmal,ColumnarTransposition,0.07272727272727272,etaglnrod,et ta ag gl ln
twltadedlwehhhdhnehluokedrodlaoolacxaefaph,ColumnarTransposition,0.07317073170731707,hladeotwn,hl la ad de eo
nmrhpueyoxsfahxiiateiennrsddesthedtdhaiegslexilgtx,ColumnarTransposition,0.05714285714285714,eihxstdna,ei ih hx xs st
muaexkwisxiucpmnsctarteudansredscvxnyeaxnosexabvhx,ColumnarTransposition,0.05142857142857143,xaesnucmi,xa ae es sn nu
asoeayladfnhlysxamthoasdneuenvtxhorsdnin,ColumnarTransposition,0.05384615384615385,ansoedhyl,an ns so oe ed
esubuuwftulbahrhoxertcdxprosnxsohtdtpeietxnrayoo,ColumnarTransposition,0.04875886524822695,toeurxshb,to oe eu ur rx
hrnfthndrnhxinuosxscaindeaocyxiifhaabhvscxgiosex,ColumnarTransposition,0.0549645390070922,hnxisaocr,hn nx xi is sa
aoemiwuoxooeeadlnletiiroqcxnsbvmeeeurnlhrhotd,ColumnarTransposition,0.05555555555555555,eoilnramu,eo oi il ln nr
eteenaexalvhqtwrnobweerxnieoulexlanoatexeheltshx,ColumnarTransposition,0.08599290780141844,extnalhow,ex xt tn na al
welceernisyhsiwmofaahdaetatdsomtnetnhraa,ColumnarTransposition,0.05897435897435897,aetnshwri,ae et tn ns sh
eneritrfiinxeocuaahcntghudfytxfintsxcleuat,ColumnarTransposition,0.05226480836236934,tenifxcua,te en ni if fx
insxxowtexuhorxosiitrusunvccninietneahsoxomedatela,ColumnarTransposition,0.05795918367346939,inxoestua,in nx xo oe es
sdenidxrvseerxsrcdrocdtehfneipnaotntoebcpeuihedux,ColumnarTransposition,0.06037414965986394,ednrsixco,ed dn nr rs si
ehaoareyhnaswxnuldcelioeenhorsrmserhteregd,ColumnarTransposition,0.06736353077816493,erhaonsld,er rh ha ao on
ultnaafrilteaihrounltlaanaungteeubwnqneihsnlg,ColumnarTransposition,0.0707070707070707,naluteirh,na al lu ut te
csslnesxecnctniesucoidnxemelofgxtitreseshraecalh,ColumnarTransposition,0.06648936170212766,escnlxtio,es sc cn nl lx
cepwtdhnhaotesxoatoehatsxltitwtcnixurarrnawss,ColumnarTransposition,0.06060606060606061,tasewhnox,ta as se ew wh
tetimolhveliyuleahrflloarkecafykivrltweoivnto,ColumnarTransposition,0.05656565656565657,letiovarh,le et ti io ov
nnhsxnoaexisarypydwaaamerntnexdlscxarynxaagsxmliex,ColumnarTransposition,0.07020408163265306,axnseryid,ax xn ns se er
ieieexeioetxpgndfxdhthhxsaoioxtltfaeotatsn,ColumnarTransposition,0.07200929152148665,etxiohand,et tx xi io oh
dewlfhldrhlaloedexlstoesuretefsyrchnorifbeoah,ColumnarTransposition,0.06060606060606061,elhrodfsa,el lh hr ro od
sthlnuycixftosxniftufoncxveluieceisriensentaosledx,ColumnarTransposition,0.05877551020408163,esnitxluc,es sn ni it tx
hfdrnosstoniinlafraessiwettbeehxocshusve,ColumnarTransposition,0.05512820512820513,sehnotifr,se eh hn no ot
sdeaeinswyeiexiobptfetetrnrxaevhfdeshrtcfc,ColumnarTransposition,0.06039488966318235,etsifrdan,et ts si if fr
aptnusgnrnaussatleaecieoetopnoosnohfdrncnmhye,ColumnarTransposition,0.06161616161616162,neoastpur,ne eo oa as st
oetrhwexwnheehexndetpimxhfssoaceeriefshdrincttsx,ColumnarTransposition,0.06914893617021277,ehtxsrnio,eh ht tx xs sr
tyctioxlonlosloereoedsnecfcoataoitumdylnhd,ColumnarTransposition,0.06039488966318235,otlecndyi,ot tl le ec cn
itprfrltixjcheilulintouooyeosxueertassvxstsiydsmex,ColumnarTransposition,0.054693877551020405,sitexorlu,si it te ex xo
hoalhrentdistietrdhxooeaothfesvfrbuehaelsehzc,ColumnarTransposition,0.06161616161616162,ehotarsld,eh ho ot ta ar
habfgretrernentxnlteoaseuheihmuxoleescshottlflbx,ColumnarTransposition,0.061170212765957445,ethlrnxos,et th hl lr rn
lloaxefnehainsxeritigivghroamlabmwynoohg,ColumnarTransposition,0.046153846153846156,oailenhgx,oa ai il le en
mnwerdefofainnexrrttgtnxiamvpneopthruivxtoesahtx,ColumnarTransposition,0.054078014184397165,tnerxoaim,tn ne er rx xo
arkysrsallarlghittllcancedolkhleinhmfyea,ColumnarTransposition,0.06025641025641026,larhekysi,la ar rh he ek
